년월일,호기,총량(kw),평균(kw),최대(kw),최소(kw),최대(시간별_kw),최소(시간별_kw),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2015-04-30,1,502.812,21,129.96,0,129.96,0.468,0,0,0,0,0,0,0.468,1.188,6.948,25.524,55.368,98.64,129.96,88.38,28.08,44.136,17.244,6.156,0.72,0,0,0,0,0
2015-05-01,1,829.836,35,139.752,0,139.752,1.44,0,0,0,0,0,0,2.232,13.536,38.88,70.452,105.192,134.1,139.752,129.672,95.94,60.12,29.448,9.072,1.44,0,0,0,0,0
2015-05-02,1,802.944,33,137.7,0,137.7,1.512,0,0,0,0,0,0,3.348,14.112,38.772,67.896,101.088,128.736,137.7,126.756,90,53.424,29.16,10.44,1.512,0,0,0,0,0
2015-05-03,1,41.688,2,7.596,0,7.596,1.044,0,0,0,0,0,0,0,1.044,2.088,2.268,3.06,5.004,7.596,6.552,4.788,5.4,2.7,1.188,0,0,0,0,0,0
2015-05-04,1,821.052,34,139.14,0,139.14,2.412,0,0,0,0,0,0,2.628,13.032,40.032,71.568,104.472,133.956,139.14,126.36,92.124,54.036,27.864,13.428,2.412,0,0,0,0,0
2015-05-05,1,874.62,36,144.936,0,144.936,1.26,0,0,0,0,0,0,2.124,13.788,43.956,76.968,111.6,139.356,144.936,135.324,100.584,64.584,31.536,8.604,1.26,0,0,0,0,0
2015-05-06,1,520.128,22,82.764,0,82.764,0.036,0,0,0,0,0,0.036,6.444,17.964,33.984,43.308,69.588,82.764,71.928,67.608,42.372,38.484,27.936,15.048,2.664,0,0,0,0,0
2015-05-07,1,812.772,34,135.972,0,135.972,2.124,0,0,0,0,0,0,2.988,13.536,38.772,68.544,102.06,131.076,135.972,125.568,93.024,59.724,29.484,9.9,2.124,0,0,0,0,0
2015-05-08,1,751.392,31,133.488,0,133.488,2.16,0,0,0,0,0,0,3.672,13.716,39.96,69.84,102.348,131.184,133.488,81.648,80.892,50.976,29.916,11.592,2.16,0,0,0,0,0
2015-05-09,1,717.66,30,129.528,0,129.528,1.332,0,0,0,0,0,0,1.332,11.016,18.504,32.004,87.624,129.528,125.496,118.008,91.008,58.14,29.988,12.276,2.736,0,0,0,0,0
2015-05-10,1,843.624,35,141.984,0,141.984,2.88,0,0,0,0,0,0,4.968,16.416,40.752,69.12,103.932,134.388,141.984,129.204,95.58,61.128,31.5,11.772,2.88,0,0,0,0,0
2015-05-11,1,339.984,14,60.12,0,60.12,0.18,0,0,0,0,0,0.18,7.812,19.008,35.172,54.576,60.12,40.716,37.224,22.788,33.984,21.06,6.876,0.468,0,0,0,0,0,0
2015-05-12,1,599.58,25,133.16,0,133.16,3.38,0,0,0,0,0,0,0,4.43,14.22,23.33,50.83,68.36,97.96,133.16,97.85,61.74,31.86,12.46,3.38,0,0,0,0,0
2015-05-13,1,836.604,35,138.816,0,138.816,0.036,0,0,0,0,0,0.036,3.528,13.5,40.572,72.108,106.704,134.388,138.816,128.952,96.372,61.452,29.88,8.568,1.728,0,0,0,0,0
2015-05-14,1,298.188,12,53.316,0,53.316,3.06,0,0,0,0,0,0,3.06,4.968,7.92,12.348,24.3,35.604,33.876,39.276,25.272,53.316,36.216,17.172,4.86,0,0,0,0,0
2015-05-15,1,528.624,22,114.768,0,114.768,3.42,0,0,0,0,0,0,5.76,17.748,32.868,63.432,83.16,114.768,87.768,60.48,26.82,14.58,13.932,3.42,3.888,0,0,0,0,0
2015-05-16,1,765.324,32,126.684,0,126.684,2.052,0,0,0,0,0,0,2.052,20.16,37.98,56.556,84.672,117.612,126.684,116.928,94.788,58.176,32.796,13.536,3.384,0,0,0,0,0
2015-05-17,1,713.736,30,125.352,0,125.352,0.036,0,0,0,0,0,0.036,3.384,13.32,44.064,73.296,74.556,111.924,125.352,93.492,72.576,50.076,30.816,16.956,3.888,0,0,0,0,0
2015-05-18,1,92.304,4,14.436,0,14.436,0.072,0,0,0,0,0,0.072,1.476,4.716,13.644,14.436,5.256,13.356,10.512,7.704,11.196,5.184,2.412,2.34,0,0,0,0,0,0
2015-05-19,1,830.88,35,139.46,0,139.46,2.52,0,0,0,0,0,0,3.49,14.36,41.94,72.4,106.38,130.03,139.46,126.36,93.31,59.69,30.82,10.12,2.52,0,0,0,0,0
2015-05-20,1,830.52,35,140.9,0,140.9,0.07,0,0,0,0,0,0.07,4.86,13.82,41.62,71.68,106.27,135.22,140.9,128.95,95.11,57.64,22.07,10.26,2.05,0,0,0,0,0
2015-05-21,1,839.448,35,139.716,0,139.716,0.036,0,0,0,0,0,0.036,3.096,13.68,42.12,73.584,106.416,133.38,139.716,129.816,97.272,58.392,29.916,8.208,3.816,0,0,0,0,0
2015-05-22,1,799.632,33,135.576,0,135.576,0.144,0,0,0,0,0,0.144,6.876,14.22,41.22,67.572,95.508,127.332,135.576,120.6,88.704,54.936,28.98,15.336,2.628,0,0,0,0,0
2015-05-23,1,398.592,17,58.896,0,58.896,0.036,0,0,0,0,0,0,2.592,9.396,15.66,13.932,23.148,58.896,58.752,48.96,57.348,56.844,32.256,16.308,4.464,0.036,0,0,0,0
2015-05-24,1,750.24,31,127.152,0,127.152,0.648,0,0,0,0,0,0.648,5.22,14.184,39.816,62.1,77.472,116.496,127.152,110.448,85.824,61.272,30.564,13.644,5.4,0,0,0,0,0
2015-05-25,1,792.432,33,132.588,0,132.588,0.108,0,0,0,0,0,0.108,4.788,14.328,37.476,65.952,98.28,125.532,132.588,122.472,91.044,57.204,29.052,10.656,2.952,0,0,0,0,0
2015-05-26,1,784.656,33,128.124,0,128.124,0.036,0,0,0,0,0,0.036,3.528,12.708,38.592,69.552,100.404,124.956,128.124,118.908,89.712,56.988,28.62,9.612,2.916,0,0,0,0,0
2015-05-27,1,767.34,32,125.35,0,125.35,1.51,0,0,0,0,0,1.51,11.7,19.91,34.81,60.95,95.08,108.54,116.64,125.35,92.7,59.04,29.2,10.04,1.87,0,0,0,0,0
2015-05-28,1,653.436,27,117.684,0,117.684,2.16,0,0,0,0,0,0,3.06,11.556,26.064,48.6,59.508,90.18,117.684,107.784,90.576,58.356,29.016,8.892,2.16,0,0,0,0,0
2015-05-29,1,784.08,33,131.94,0,131.94,0.072,0,0,0,0,0,0.072,3.96,12.276,36.468,66.096,98.784,126.36,131.94,122.4,90.252,54.828,29.16,9.54,1.944,0,0,0,0,0
2015-05-30,1,224.928,9,54.648,0,54.648,1.008,0,0,0,0,0,0,1.008,6.012,8.496,10.44,22.392,54.648,40.608,21.06,16.056,17.172,15.984,7.596,3.456,0,0,0,0,0
2015-05-31,1,819.864,34,135.792,0,135.792,0.108,0,0,0,0,0,0.108,8.46,17.496,37.8,68.292,101.952,129.672,135.792,123.552,92.808,55.404,33.732,11.916,2.88,0,0,0,0,0
2015-06-01,1,796.644,33,133.56,0,133.56,0.432,0,0,0,0,0,0.432,8.244,18.108,38.772,61.02,89.784,121.14,133.56,124.344,94.968,59.256,30.024,12.528,4.464,0,0,0,0,0
2015-06-02,1,399.744,17,73.188,0,73.188,0.18,0,0,0,0,0,0.18,5.4,11.196,22.5,30.528,44.388,73.188,45.108,43.848,56.952,29.736,19.44,16.128,1.152,0,0,0,0,0
2015-06-03,1,816.048,34,138.744,0,138.744,3.096,0,0,0,0,0,0,3.096,13.716,28.332,68.004,103.572,128.988,138.744,127.98,96.552,62.208,31.536,10.008,3.312,0,0,0,0,0
2015-06-04,1,798.48,33,126,0,126,0.036,0,0,0,0,0,0.036,3.24,12.204,38.916,70.056,103.356,126,122.076,115.488,92.628,59.472,30.744,18.576,5.688,0,0,0,0,0
2015-06-05,1,121.32,5,23.868,0,23.868,1.152,0,0,0,0,0,0,0,1.26,7.128,8.604,23.868,15.084,21.888,15.444,8.352,9.792,8.748,1.152,0,0,0,0,0,0
2015-06-06,1,794.016,33,133.488,0,133.488,0.036,0,0,0,0,0,0.108,4.464,14.4,41.364,71.028,102.6,128.592,133.488,110.88,79.452,60.264,31.752,11.808,3.78,0.036,0,0,0,0
2015-06-07,1,683.532,28,128.88,0,128.88,0.324,0,0,0,0,0,0.396,8.856,19.26,27.504,31.068,60.804,93.42,128.88,118.404,90.576,56.52,30.456,10.476,6.588,0.324,0,0,0,0
2015-06-08,1,239.184,10,33.732,0,33.732,0.756,0,0,0,0,0,0.756,8.028,21.6,23.22,26.136,10.152,27.144,33.732,30.996,32.436,19.296,3.276,1.116,1.296,0,0,0,0,0
2015-06-09,1,639.936,27,121.392,0,121.392,0.252,0,0,0,0,0,0.252,7.38,20.592,27.504,43.884,45.828,86.832,121.392,98.568,85.5,56.124,25.74,15.3,5.04,0,0,0,0,0
2015-06-10,1,671.436,28,105.156,0,105.156,0.36,0,0,0,0,0,0.36,5.796,16.488,35.316,59.22,82.044,103.932,102.888,105.156,63.468,44.964,30.744,14.112,6.444,0.504,0,0,0,0
2015-06-11,1,162.108,7,29.088,0,29.088,0.468,0,0,0,0,0,0,2.268,4.644,11.7,7.488,9.324,13.356,16.164,29.016,29.088,20.448,14.472,3.672,0.468,0,0,0,0,0
2015-06-12,1,749.988,31,120.996,0,120.996,0.144,0,0,0,0,0,0.144,6.12,17.028,37.62,65.7,96.588,120.996,116.928,88.956,90.072,53.64,35.424,15.192,5.58,0,0,0,0,0
2015-06-13,1,238.788,10,46.656,0,46.656,0.252,0,0,0,0,0,0,2.412,5.436,13.86,15.768,16.452,20.34,21.816,43.416,46.656,26.352,13.824,7.164,5.04,0.252,0,0,0,0
2015-06-14,1,533.16,22,117.684,0,117.684,1.152,0,0,0,0,0,1.152,8.172,12.024,24.228,36.936,46.944,57.708,86.004,117.684,67.356,36.54,25.74,7.992,4.68,0,0,0,0,0
2015-06-15,1,168.984,7,37.584,0,37.584,0.648,0,0,0,0,0,0,1.332,0.648,3.132,10.548,8.028,8.892,16.812,37.584,23.796,18.936,28.872,8.604,1.8,0,0,0,0,0
2015-06-16,1,354.276,15,50.76,0,50.76,0.036,0,0,0,0,0,0.036,5.148,14.436,20.232,19.656,37.548,50.76,44.568,21.816,47.232,37.152,32.4,17.244,6.048,0,0,0,0,0
2015-06-17,1,345.852,14,72.864,0,72.864,0.54,0,0,0,0,0,0.54,8.136,13.248,21.204,25.884,52.236,72.864,66.492,40.248,20.772,10.044,11.808,2.376,0,0,0,0,0,0
2015-06-18,1,411.804,17,91.98,0,91.98,0.648,0,0,0,0,0,0.648,4.968,18.684,29.736,45.432,47.088,61.344,91.98,27.576,30.384,32.724,12.276,7.956,1.008,0,0,0,0,0
2015-06-19,1,580.176,24,107.748,0,107.748,0.036,0,0,0,0,0,0.036,6.228,17.352,26.604,38.484,58.968,81.72,80.784,107.748,68.796,48.708,31.068,10.728,2.952,0,0,0,0,0
2015-06-20,1,394.704,16,67.356,0,67.356,0.036,0,0,0,0,0,0.036,4.428,16.272,25.956,42.444,63.756,67.356,61.272,42.084,22.104,29.772,14.688,2.592,1.944,0,0,0,0,0
2015-06-21,1,479.88,20,94.392,0,94.392,4.212,0,0,0,0,0,0,4.212,13.788,35.892,19.476,35.496,94.392,46.368,64.044,64.368,57.024,26.424,13.176,5.22,0,0,0,0,0
2015-06-22,1,560.268,23,89.064,0,89.064,0.036,0,0,0,0,0,0.036,5.688,14.22,24.876,40.608,54,70.848,89.064,82.512,72.072,52.704,33.336,16.668,3.6,0.036,0,0,0,0
2015-06-23,1,688.104,29,110.052,0,110.052,0.072,0,0,0,0,0,0.288,5.58,14.688,35.856,61.164,90.576,104.04,110.052,78.588,80.748,50.292,31.968,19.044,5.148,0.072,0,0,0,0
2015-06-24,1,542.772,23,91.404,0,91.404,0.288,0,0,0,0,0,0,3.348,24.264,36.252,55.692,80.46,83.052,91.404,46.584,41.364,40.032,21.24,13.86,4.932,0.288,0,0,0,0
2015-06-25,1,535.824,22,83.52,0,83.52,0.072,0,0,0,0,0,0.072,4.788,11.808,38.448,58.716,73.548,82.08,83.52,52.668,69.84,38.52,16.272,5.076,0.468,0,0,0,0,0
2015-06-26,1,0.036,0,0.036,0,0.036,0.036,0,0,0,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-06-27,1,195.912,8,54.036,0,54.036,0.036,0,0,0,0,0,0,0,0,0,0,18.288,54.036,26.82,21.384,20.808,13.464,18.108,15.624,7.344,0.036,0,0,0,0
2015-06-28,1,537.876,22,102.996,0,102.996,0.072,0,0,0,0,0,0.072,2.808,11.304,31.86,45.072,44.424,37.62,57.024,102.996,95.22,61.416,33.228,11.448,3.312,0.072,0,0,0,0
2015-06-29,1,782.964,33,130.968,0,130.968,0.72,0,0,0,0,0,0.72,6.48,17.28,36.612,54.9,98.46,120.42,130.968,114.12,93.708,59.256,27.54,17.676,4.824,0,0,0,0,0
2015-06-30,1,138.96,6,24.624,0,24.624,2.484,0,0,0,0,0,0,2.484,8.892,8.604,24.408,21.492,24.624,21.888,4.824,4.716,7.704,5.688,3.636,0,0,0,0,0,0
2015-07-01,1,619.308,26,120.168,0,120.168,0.072,0,0,0,0,0,0,1.764,15.084,33.552,25.884,52.416,76.572,98.496,120.168,86.652,60.156,32.004,12.348,4.14,0.072,0,0,0,0
2015-07-02,1,702.18,29,117.648,0,117.648,0.972,0,0,0,0,0,0,2.7,9.828,35.496,61.884,93.78,106.02,117.648,103.068,62.172,50.148,32.364,16.704,9.396,0.972,0,0,0,0
2015-07-03,1,623.916,26,95.616,0,95.616,0.252,0,0,0,0,0,0.252,6.912,17.208,31.716,54.756,88.02,95.616,92.88,66.312,74.412,51.012,27.612,14.652,2.556,0,0,0,0,0
2015-07-04,1,472.536,20,66.564,0,66.564,0.072,0,0,0,0,0,0.072,5.688,19.008,32.436,36.684,56.448,66.564,60.66,48.888,29.556,57.384,33.768,17.064,7.776,0.54,0,0,0,0
2015-07-05,1,57.708,2,33.228,0,33.228,0.18,0,0,0,0,0,0.18,7.38,16.92,33.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-07-06,1,374.112,16,96.3,0,96.3,0.036,0,0,0,0,0,0,0,0,0,0,7.416,96.3,82.62,54.792,58.248,31.104,22.86,17.172,3.564,0.036,0,0,0,0
2015-07-07,1,126.684,5,26.712,0,26.712,1.332,0,0,0,0,0,0,1.332,2.052,5.364,7.848,10.008,17.028,16.524,26.712,15.48,9.036,8.316,6.984,0,0,0,0,0,0
2015-07-08,1,149.436,6,35.316,0,35.316,0.828,0,0,0,0,0,0,0,0.828,3.888,4.752,14.796,14.292,20.304,10.512,10.98,35.316,22.644,8.028,3.096,0,0,0,0,0
2015-07-09,1,513.612,21,78.84,0,78.84,0.576,0,0,0,0,0,0,0.576,13.608,19.8,35.568,58.284,78.84,71.676,64.152,64.836,51.336,34.308,17.352,3.276,0,0,0,0,0
2015-07-10,1,585.72,24,101.124,0,101.124,0.036,0,0,0,0,0,0.036,3.816,13.968,31.284,47.016,51.588,61.632,72.396,101.124,93.852,62.136,30.672,11.844,4.212,0.144,0,0,0,0
2015-07-11,1,507.312,21,99.756,0,99.756,0.072,0,0,0,0,0,0.072,2.232,14.22,24.948,58.392,74.916,85.5,99.756,58.212,29.808,35.172,17.712,6.372,0,0,0,0,0,0
2015-07-12,1,36.936,2,9.108,0,9.108,0.324,0,0,0,0,0,0,0.324,2.988,3.06,1.512,2.268,7.884,9.108,3.204,3.06,2.16,0.72,0.648,0,0,0,0,0,0
2015-07-13,1,133.416,6,45.468,0,45.468,0.036,0,0,0,0,0,0,0,0.036,2.556,5.94,4.176,3.852,12.312,10.116,7.632,45.468,22.824,12.384,5.94,0.18,0,0,0,0
2015-07-14,1,662.652,28,114.588,0,114.588,0.072,0,0,0,0,0,0,4.464,15.984,22.644,52.992,84.24,107.784,114.588,58.032,74.952,64.008,35.928,21.384,5.58,0.072,0,0,0,0
2015-07-15,1,699.228,29,111.024,0,111.024,4.752,0,0,0,0,0,0,5.076,17.928,32.364,54.036,76.536,100.944,111.024,109.116,86.22,58.248,27.288,15.696,4.752,0,0,0,0,0
2015-07-16,1,619.416,26,98.424,0,98.424,0.936,0,0,0,0,0,0,0.936,9.756,31.032,58.464,98.424,96.336,60.984,83.88,76.536,57.96,28.116,14.472,2.52,0,0,0,0,0
2015-07-17,1,159.696,7,23.148,0,23.148,0.936,0,0,0,0,0,0,2.916,8.964,5.796,7.344,12.636,15.66,18.54,22.788,23.148,17.928,13.644,9.396,0.936,0,0,0,0,0
2015-07-18,1,757.944,32,131.724,0,131.724,0.036,0,0,0,0,0,0.036,2.196,17.28,33.444,44.604,83.52,117.54,131.724,125.244,96.3,62.568,32.184,9.108,2.088,0.108,0,0,0,0
2015-07-19,1,485.496,20,82.44,0,82.44,0.216,0,0,0,0,0,0,0.216,9.612,35.82,66.672,82.44,72.144,53.496,53.064,50.4,28.224,23.292,7.128,2.988,0,0,0,0,0
2015-07-20,1,300.78,13,51.624,0,51.624,0.792,0,0,0,0,0,0,0.792,8.028,25.776,38.16,51.624,50.4,42.732,17.748,18.432,25.236,14.796,4.608,2.448,0,0,0,0,0
2015-07-21,1,273.024,11,47.88,0,47.88,0.432,0,0,0,0,0,0,0.432,6.444,24.768,36.324,38.664,44.892,47.88,47.664,12.096,5.292,5.868,2.124,0.576,0,0,0,0,0
2015-07-22,1,189.36,8,27.612,0,27.612,0.684,0,0,0,0,0,0,0.684,4.248,13.284,24.804,16.128,12.06,26.532,23.184,27.612,23.508,6.444,8.604,2.268,0,0,0,0,0
2015-07-23,1,527.364,22,121.932,0,121.932,0.288,0,0,0,0,0,0,0,0.288,6.156,31.572,82.512,121.932,53.928,72.036,82.692,45.648,23.112,6.948,0.54,0,0,0,0,0
2015-07-24,1,265.536,11,54.72,0,54.72,0.072,0,0,0,0,0,0,0.072,2.268,4.644,14.004,15.372,26.46,23.58,54.72,47.808,49.032,23.256,4.068,0.252,0,0,0,0,0
2015-07-25,1,574.812,24,95.652,0,95.652,0.468,0,0,0,0,0,0,0.468,6.804,23.616,53.928,57.24,50.724,95.652,91.476,90.468,62.82,30.888,8.928,1.8,0,0,0,0,0
2015-07-26,1,783.108,33,130.176,0,130.176,1.944,0,0,0,0,0,0,4.428,14.904,30.384,61.092,94.068,122.94,130.176,123.372,95.4,60.588,29.088,14.724,1.944,0,0,0,0,0
2015-07-27,1,749.772,31,126.756,0,126.756,0.036,0,0,0,0,0,0.036,3.852,13.644,24.912,60.192,91.404,118.512,126.756,118.476,89.244,60.552,29.88,9.864,2.448,0,0,0,0,0
2015-07-28,1,715.5,30,120.168,0,120.168,2.196,0,0,0,0,0,0,2.196,10.368,19.8,49.248,88.992,118.656,120.168,112.896,88.92,55.836,28.08,15.048,5.292,0,0,0,0,0
2015-07-29,1,704.808,29,119.232,0,119.232,2.736,0,0,0,0,0,0,2.736,12.168,28.152,46.152,94.032,119.232,116.928,100.332,85.104,51.336,31.644,13.428,3.564,0,0,0,0,0
2015-07-30,1,755.208,31,127.908,0,127.908,0.612,0,0,0,0,0,0,0.612,6.876,26.136,62.64,93.852,119.34,127.908,120.06,92.412,59.58,30.96,11.736,3.096,0,0,0,0,0
2015-07-31,1,764.676,32,128.052,0,128.052,2.088,0,0,0,0,0,0,2.268,10.836,24.48,60.444,92.772,121.428,128.052,125.46,96.408,61.308,29.844,9.288,2.088,0,0,0,0,0
2015-08-01,1,759.924,32,126.756,0,126.756,1.908,0,0,0,0,0,0,2.844,14.04,32.22,59.904,88.92,118.692,126.756,120.312,93.456,60.552,30.672,9.648,1.908,0,0,0,0,0
2015-08-02,1,632.628,26,116.712,0,116.712,3.204,0,0,0,0,0,0,4.068,11.412,25.848,54.36,55.8,63.828,106.74,116.712,90.972,57.672,29.556,12.456,3.204,0,0,0,0,0
2015-08-03,1,768.672,32,130.5,0,130.5,1.476,0,0,0,0,0,0,1.476,8.82,30.852,60.048,92.628,123.876,130.5,123.552,95.58,61.236,29.736,8.46,1.908,0,0,0,0,0
2015-08-04,1,713.268,30,129.492,0,129.492,1.044,0,0,0,0,0,0,1.044,9.792,21.42,40.752,65.376,124.416,129.492,124.596,95.472,61.272,29.772,8.316,1.548,0,0,0,0,0
2015-08-05,1,764.496,32,128.556,0,128.556,2.196,0,0,0,0,0,0,3.276,10.692,25.488,61.812,93.528,120.564,128.556,123.768,94.068,60.408,30.384,9.756,2.196,0,0,0,0,0
2015-08-06,1,738.828,31,127.548,0,127.548,1.944,0,0,0,0,0,0,1.944,10.44,29.628,57.096,84.384,115.848,127.548,119.196,91.584,59.472,29.736,9.792,2.16,0,0,0,0,0
2015-08-07,1,697.68,29,123.048,0,123.048,1.836,0,0,0,0,0,0,1.836,10.728,30.42,56.52,87.084,113.868,123.048,100.368,65.736,58.428,28.548,17.892,3.204,0,0,0,0,0
2015-08-08,1,746.892,31,127.836,0,127.836,1.872,0,0,0,0,0,0,1.872,8.856,28.764,58.14,90.9,120.132,127.836,118.8,92.196,58.392,28.332,9.36,3.312,0,0,0,0,0
2015-08-09,1,736.92,31,121.14,0,121.14,3.564,0,0,0,0,0,0,3.564,12.6,30.816,47.808,83.16,116.964,121.14,121.032,93.276,59.364,29.16,14.04,3.996,0,0,0,0,0
2015-08-10,1,509.364,21,87.732,0,87.732,1.8,0,0,0,0,0,0,1.8,9.468,16.668,36.324,67.788,64.332,87.732,81.72,62.892,44.208,23.184,10.476,2.772,0,0,0,0,0
2015-08-11,1,331.092,14,61.956,0,61.956,2.412,0,0,0,0,0,0,2.412,13.32,28.404,38.124,55.692,61.956,46.008,29.628,27.576,11.376,13.68,2.916,0,0,0,0,0,0
2015-08-12,1,176.472,7,34.524,0,34.524,0.432,0,0,0,0,0,0,0.432,3.456,6.912,10.296,17.676,18.072,34.524,33.48,22.5,17.352,8.892,2.376,0.504,0,0,0,0,0
2015-08-13,1,640.836,27,123.444,0,123.444,2.412,0,0,0,0,0,0,2.412,11.088,33.264,58.608,69.804,74.7,87.912,123.444,87.84,48.024,25.488,14.184,4.068,0,0,0,0,0
2015-08-14,1,692.784,29,119.448,0,119.448,1.944,0,0,0,0,0,0,1.944,11.124,32.436,63.792,80.784,90.72,90.936,119.448,92.988,60.228,31.608,14.256,2.52,0,0,0,0,0
2015-08-15,1,752.508,31,128.016,0,128.016,1.944,0,0,0,0,0,0,2.124,11.592,30.888,58.212,89.208,118.44,128.016,120.816,91.872,59.184,29.808,10.404,1.944,0,0,0,0,0
2015-08-16,1,671.76,28,134.604,0,134.604,2.052,0,0,0,0,0,0,2.052,5.328,24.876,55.44,86.364,116.496,134.604,99.18,77.436,50.652,16.956,2.376,0,0,0,0,0,0
2015-08-17,1,358.92,15,54.36,0,54.36,0.108,0,0,0,0,0,0,0.864,5.724,24.264,36.36,39.996,29.304,34.848,40.86,53.208,54.36,31.752,7.272,0.108,0,0,0,0,0
2015-08-18,1,416.52,17,76.932,0,76.932,0.9,0,0,0,0,0,0,5.076,14.94,22.176,37.152,56.556,76.932,60.48,36.576,38.592,33.66,25.056,8.424,0.9,0,0,0,0,0
2015-08-19,1,496.404,21,87.3,0,87.3,0.54,0,0,0,0,0,0,1.152,10.512,26.28,34.596,60.624,79.668,71.748,87.3,72.432,30.744,13.536,7.272,0.54,0,0,0,0,0
2015-08-20,1,165.204,7,29.304,0,29.304,1.692,0,0,0,0,0,0,0,9.972,16.272,8.208,17.424,16.452,25.272,29.304,26.64,10.944,1.692,3.024,0,0,0,0,0,0
2015-08-21,1,113.04,5,18.324,0,18.324,0.9,0,0,0,0,0,0,0,0,0,1.44,5.724,11.448,15.408,18.324,14.652,15.336,17.28,12.528,0.9,0,0,0,0,0
2015-08-22,1,368.676,15,61.056,0,61.056,0.828,0,0,0,0,0,0,1.944,11.592,20.88,26.244,42.192,54.432,61.056,41.112,33.696,39.024,25.704,9.972,0.828,0,0,0,0,0
2015-08-23,1,422.604,18,74.196,0,74.196,1.152,0,0,0,0,0,0,2.412,16.776,17.316,43.488,66.348,42.876,39.024,45.36,74.196,40.284,22.752,10.62,1.152,0,0,0,0,0
2015-08-24,1,177.408,7,28.044,0,28.044,1.44,0,0,0,0,0,0,1.44,8.964,12.528,20.124,24.84,28.044,16.92,19.08,20.412,14.004,7.236,3.816,0,0,0,0,0,0
2015-08-25,1,128.916,5,36.9,0,36.9,0.54,0,0,0,0,0,0,0,0,0.54,1.512,5.364,9.684,19.188,29.088,36.9,17.712,7.38,1.548,0,0,0,0,0,0
2015-08-26,1,322.956,13,49.932,0,49.932,0.576,0,0,0,0,0,0,1.116,12.204,33.192,33.444,33.516,30.636,30.852,31.788,49.932,39.42,17.964,8.316,0.576,0,0,0,0,0
2015-08-27,1,679.428,28,131.184,0,131.184,0.684,0,0,0,0,0,0,0.684,7.668,28.548,65.88,99.504,118.404,131.184,103.968,70.956,30.06,15.732,5.22,1.62,0,0,0,0,0
2015-08-28,1,532.512,22,90.144,0,90.144,0.684,0,0,0,0,0,0,0.684,7.632,21.42,36.792,64.944,85.644,87.732,90.144,66.384,43.272,18.648,8.244,0.972,0,0,0,0,0
2015-08-29,1,308.772,13,51.084,0,51.084,0.684,0,0,0,0,0,0,1.764,11.88,23.544,33.732,44.676,51.084,35.748,29.556,25.452,23.544,16.38,10.728,0.684,0,0,0,0,0
2015-08-30,1,395.64,16,81.612,0,81.612,0.108,0,0,0,0,0,0,0.108,6.012,14.94,25.956,40.5,55.8,64.368,81.612,62.424,30.132,12.384,1.404,0,0,0,0,0,0
2015-08-31,1,432.54,18,82.692,0,82.692,0.144,0,0,0,0,0,0,0.144,5.796,10.224,40.32,71.244,80.568,82.692,59.004,39.528,24.84,12.924,5.076,0.18,0,0,0,0,0
2015-09-01,1,301.644,13,70.308,0,70.308,1.08,0,0,0,0,0,0,0,1.08,5.292,20.124,37.872,70.308,51.804,46.368,32.58,20.484,11.88,3.852,0,0,0,0,0,0
2015-09-02,1,287.712,12,45.432,0,45.432,0.216,0,0,0,0,0,0,0.216,4.968,15.804,23.04,40.5,33.084,39.204,45.432,30.204,28.584,16.848,8.928,0.9,0,0,0,0,0
2015-09-03,1,525.024,22,92.916,0,92.916,0.864,0,0,0,0,0,0,0.864,6.336,17.676,47.412,73.044,92.916,85.572,85.932,60.264,42.336,10.116,2.556,0,0,0,0,0,0
2015-09-04,1,556.164,23,98.856,0,98.856,0.144,0,0,0,0,0,0,0.252,6.768,25.524,44.136,74.736,93.024,98.856,89.424,65.34,33.3,18.972,5.688,0.144,0,0,0,0,0
2015-09-05,1,278.136,12,80.136,0,80.136,0.324,0,0,0,0,0,0,0.324,2.232,7.92,14.436,27.108,43.236,80.136,50.544,36.144,9.936,6.12,0,0,0,0,0,0,0
2015-09-06,1,169.056,7,28.62,0,28.62,4.5,0,0,0,0,0,0,0,4.5,12.672,27.432,22.212,17.352,11.196,9.324,19.656,28.62,11.556,4.536,0,0,0,0,0,0
2015-09-07,1,477.576,20,109.476,0,109.476,0.036,0,0,0,0,0,0,0.036,6.084,17.748,28.044,54.468,101.664,109.476,87.624,24.948,26.388,15.876,5.04,0.18,0,0,0,0,0
2015-09-08,1,614.124,26,107.568,0,107.568,0.036,0,0,0,0,0,0,0,5.58,28.584,52.524,78.444,107.568,97.056,104.904,74.376,44.676,16.776,3.6,0.036,0,0,0,0,0
2015-09-09,1,626.868,26,106.812,0,106.812,0.036,0,0,0,0,0,0,0.036,6.948,30.096,56.484,82.98,103.212,106.812,100.764,73.62,45.324,18.036,2.556,0,0,0,0,0,0
2015-09-10,1,597.636,25,102.204,0,102.204,3.096,0,0,0,0,0,0,0,5.436,26.856,52.452,79.02,100.8,102.204,96.264,70.992,42.948,17.568,3.096,0,0,0,0,0,0
2015-09-11,1,576.396,24,103.284,0,103.284,0.072,0,0,0,0,0,0,0.072,5.688,25.092,48.672,74.268,97.2,103.284,94.248,67.032,40.572,17.928,2.34,0,0,0,0,0,0
